OK	-59.53601530029823
CA	-23.53506742351377
CA	-24.328702318985933
OH	-24.681825422152183
CA	-37.00168406669487
CA	-10.336998727915283
NY	-18.90472648559254
CA	-14.819939100527503
WA	-46.2529278459899
NY	-12.926257947199414
CA	-12.016358868236086
CA	-64.98318363675651
CA	-18.997532187416123
CA	-16.325489460604565
NC	-62.06948206566648
FL	-77.4334485276027
NY	-29.35578942846003
CA	-64.49840395544898
CA	-32.259763799616046
CA	-4.47218110169298
CA	-33.312129174694874
CA	-60.815447218672084
CA	-24.486217276519344
CA	-11.0074285297923
CA	-22.389286079420724
CA	-5.158028285711768
CA	-13.108575663416921
CA	-46.318360414152615
CA	-26.153860286290215
CA	-20.435940936769402
CA	-50.622744402497595
CA	-43.575574607081016
CA	-24.375650873301367
CA	-2.2768474085994734
CA	-30.71625994260332
CA	-21.398340728599578
CA	-3.9450981028362047
CA	-41.82085016527549
CA	-10.720290547234772
CA	-30.976876402088294
CA	-11.336397381614805
CA	-32.59730737434693
CA	-1.9551964220133693
CA	-27.69314705981076
CA	-51.574035096155406
MI	-59.701050067821356
CA	-42.338230998561755
NY	-39.66558138714265
MO	-43.26057406132715
CA	-31.60327167017467
WV	-29.804523013522786
FL	-64.31012337216971
CA	-43.22940141670852
CA	-36.986453365084806
CA	-68.27762672012985
CA	-38.41422366871199
NY	-41.241928299843174
NY	-41.241928299843174
KY	-52.614361062071524
NY	-63.97028889991025
MA	-47.31056575064061
IN	-61.346222603409444
CA	-57.655972110563695
MI	-75.8138707084326
CA	-33.64125202666606
CA	-55.91687087736335
GA	-39.338178184291074
GA	-56.753398790314904
GA	-64.75501368988006
GA	-18.224040730562404
CA	-5.111403057766384
CA	-45.98740387956156
CA	-35.769157657113645
AL	-44.66805150588313
GA	-24.85784991575562
GA	-73.77506742231783
GA	-33.508484748612446
GA	-57.10203044785097
CA	-34.19847180243506
CA	-11.372919368252294
GA	-68.31213981220353
GA	-71.69531207923484
GA	-62.67988989911855
GA	-61.734374422577055
CA	-54.03973864365848
CA	-15.35435588491082
CA	-55.87300935270397
CA	-35.00881961513704
CA	-38.115224365628066
NY	-61.859102801975546
CA	-15.50078818992715
NY	-85.4901133424637
CA	-23.628856974203774
TX	-55.93174229007406
NY	-67.31596247183931
CA	-40.428436287171756
PA	-87.61057961079705
MA	-83.07843564417738
PA	-73.1665563204744
GA	-57.232078912130554
NY	-50.89866025842134
CA	-6.49887285269567
CA	-23.024685237981934
CA	-54.90725702607268
CA	-43.19502911195109
MN	-64.76714840472351
OR	-64.09950260912058
MN	-58.501228758331955
CO	-67.75926157913443
CA	-60.76122836255167
CA	-51.64476775500238
CA	-67.42393838048199
CA	-20.384522979504464
CA	-30.900760185301074
CA	-24.603338124200103
WA	-77.80694545439566
IL	-43.02574640915625
CA	-18.139178134988338
TX	-38.85393549676429
CA	-31.47085086202009
NY	-49.401791051780826
CA	-7.648579368052004
NE	-28.680851855491444
DC	-96.57722820119977
CA	-1.9551964220133693
CA	-10.456777071561024
CA	-44.14298658909898
CA	-16.158840357782406
CA	-21.553710442610885
CA	-24.535014058569796
NY	-22.899042670561283
CA	-10.791591994441514
CA	-5.614051033392555
CA	-15.256080113843051
CA	-14.420911612251295
SC	-29.952710484894688
CA	-8.100348205169247
MD	-39.97054169314112
CA	-31.29163991314855
CA	-27.23377832662018
CA	-21.619790483116205
CA	-19.360879188783123
CA	-33.07977246091505
CA	-23.564349993566832
IL	-76.63191781684606
CA	-28.028768349979853
CA	-41.143849176626375
CA	-43.235862757823256
CA	-15.862089023978093
MO	-63.80468010310354
IL	-28.359642023815613
MA	-35.064163947329014
CA	-39.26481961059657
CA	-29.36892080289152
CA	-14.494175208436971
CA	-11.997266742506632
CA	-52.86688381968751
CA	-17.007651248984743
CA	-16.48437216696623
MI	-32.66357465382688
CA	-47.097333388280454
CA	-34.40461484496864
CA	-61.419941292198025
WI	-57.341209831852886
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
User ID invalid
IN	-38.39558161484967
CA	-12.642221741737249
IL	-76.33269973812493
NC	-47.8263802119366
PA	-59.725782132784836
NC	-73.81056322774198
OH	-71.27418598823203
NC	-50.08236709784634
NC	-64.97288368414723
CA	-55.312507038498985
NC	-48.464231983409775
CA	-51.59633952167865
TN	-82.55383285377386
OH	-38.8350239456193
TX	-21.424660269934932
PA	-58.328675762993775
IN	-67.75865324187839
OH	-67.45771804566627
CA	-16.624028913457852
CA	-48.712299754638096
LA	-42.90064096212799
MA	-12.71696488479885
MA	-32.99996150268647
LA	-9.278148715133113
NY	-13.872142810268246
LA	-50.82105995240167
GA	-26.78800161605668
MA	-46.76979561568794
GA	-31.516899075858575
NC	-96.79384115471615
MA	-37.51784570745463
AL	-31.453622544373225
AL	-59.21754389455603
PA	-9.64563098909678
LA	-52.14192659529188
GA	-52.33268529629735
MA	-48.77389055959061
NY	-70.44826705335255
LA	-35.14449397909657
FL	-5.26899440818924
NY	-49.86615881052418
CA	-61.655471089247676
CA	-27.252606905139093
CA	-30.91958070066128
CA	-28.914983408655836
CA	-41.50140101145618
GA	-62.87746977061862
CA	-11.490744844657701
AZ	-52.897460498963916
NC	-44.81166466104228
CA	-18.002171520473265
NY	-47.7311898463843
CA	-51.20066429911252
NC	-70.94142961673084
NJ	-38.466506163616394
CA	-64.6066974972097
CA	-24.158746563292834
CA	-15.248500278842169
LA	-52.28121333616068
CA	-4.970046823900727
GA	-48.69436897291377
CA	-21.54366019782643
CA	-2.428694297186407
CA	-58.96429218250891
CA	-17.540417946654998
GA	-42.71105833063125
CA	-23.30217352067669
FL	-30.664176209164626
GA	-65.60486164498936
GA	-18.13789981603526
NY	-47.63330592583611
NY	-24.02057952773957
CA	-17.45547371157185
CA	-62.97453791170815
NC	-58.83286180277381
CA	-0.6085967143627427
GA	-66.95997187771388
CA	-49.07787191464535
CA	-37.55597053135017
CA	-28.895532603307224
GA	-29.488314859562507
CA	-19.489226367548618
CA	-11.979680612524604
CA	-44.288548267722184
CA	-38.0968293517984
CA	-19.71767223198923
WI	-79.22491562595351
GA	-41.72054846680961
WI	-51.01512257877447
FL	-13.203586311928598
GA	-39.601875167170654
CO	-19.754381181049247
CA	-24.210716043382593
CA	-30.9798312594761
CA	-38.5458036670469
GA	-31.761780234891393
GA	-23.12425070169434
GA	-55.39773227757494
CA	-2.2768474085994734
AZ	-57.83778588417034
FL	-105.67623611122607
FL	-40.81377625389079
FL	-25.81344639319886
FL	-19.184797316215185
FL	-97.251056817085
FL	-100.8257211009825
FL	-72.06224938471983
FL	-95.10268971114516
FL	-75.75846280665375
FL	-91.91726756530119
FL	-56.102368244366495
FL	-109.35301976122497
FL	-62.17776814418821
FL	-57.14118848524725
FL	-91.6609028172877
FL	-72.682304161144
FL	-43.56489061457854
FL	-40.52819834408696
